"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1785453898683076965","https://twitter.com/UniSocialNet/status/1785453898683076965","@liamxxxmail One Example: https://t.co/JXxiS3gMsf https://t.co/5tErSBvTUO","2024-04-30 23:39 +0000","12.0","1.0","0.08333333333333333","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1785450557886394623","https://twitter.com/UniSocialNet/status/1785450557886394623","@liamxxxmail Hinduism: A symbol of the goddess Lakshmi, the goddess of fortune and material abundance. It's also known as the ""Shatkona"" and represents the union of the masculine and feminine forms.","2024-04-30 23:25 +0000","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1785450254306885976","https://twitter.com/UniSocialNet/status/1785450254306885976","@liamxxxmail The real Owner of ""OpenAI""
https://t.co/HxN82BO5AT https://t.co/LEGlMozQMZ","2024-04-30 23:24 +0000","6.0","1.0","0.16666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1785447676370121179","https://twitter.com/UniSocialNet/status/1785447676370121179","@liamxxxmail Correction: *Nial Ferguson
https://t.co/S4gLD0MoGT

https://t.co/Uk6lkz2dx0","2024-04-30 23:14 +0000","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1785443135646060825","https://twitter.com/UniSocialNet/status/1785443135646060825","@liamxxxmail https://t.co/2AjjmwTuYE","2024-04-30 22:56 +0000","19.0","1.0","0.05263157894736842","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1785442387642183686","https://twitter.com/UniSocialNet/status/1785442387642183686","@liamxxxmail #WashingtonMonument in it's #VesicaPisces

https://t.co/5f1hQXZtW1

https://t.co/04gVFEw3uM

https://t.co/7EuEiTvyqU https://t.co/JOPAg72lu9","2024-04-30 22:53 +0000","19.0","1.0","0.05263157894736842","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1785441318845432134","https://twitter.com/UniSocialNet/status/1785441318845432134","@liamxxxmail https://t.co/IZU2tU98NH","2024-04-30 22:49 +0000","8.0","1.0","0.125","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1785440724931985849","https://twitter.com/UniSocialNet/status/1785440724931985849","@liamxxxmail https://t.co/IBIxZeX0hI
https://t.co/2mGD8iNbx0","2024-04-30 22:46 +0000","8.0","2.0","0.25","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1785437105495093420","https://twitter.com/UniSocialNet/status/1785437105495093420","@liamxxxmail https://t.co/ITnOIYDKCH","2024-04-30 22:32 +0000","10.0","1.0","0.1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1785431662299402637","https://twitter.com/UniSocialNet/status/1785431662299402637","@liamxxxmail Reality of Manifestation &amp; Star Wars' ""the Force"" in Parapsychology research
https://t.co/A0AG6AEc08","2024-04-30 22:10 +0000","18.0","1.0","0.05555555555555555","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
