"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1774587472925573470","https://twitter.com/UniSocialNet/status/1774587472925573470","#Eclipse Appreciation #Spaces
https://t.co/ZfT5zvucjD","2024-03-31 23:59 +0000","98.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1774587339831976189","https://twitter.com/UniSocialNet/status/1774587339831976189","https://t.co/3ZQrmkFodC","2024-03-31 23:59 +0000","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1774587294332113217","https://twitter.com/UniSocialNet/status/1774587294332113217","#Europe &amp; #MiddleEast Today:
https://t.co/GsRfMRKueC","2024-03-31 23:59 +0000","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1774574174746419248","https://twitter.com/UniSocialNet/status/1774574174746419248","#Live - The past hours witnessed the occupation committing a number of massacres in the #Gaza Strip, and Negotiations resume today in #Cairo.
You can follow developments in the #Gaza_War via Al Jazeera on WhatsApp: https://t.co/l15VlsofZF

We NEED #PeaceInTheMiddleEast! 🇮🇱🇵🇸🕊️☮️ https://t.co/hjv9Ftqqgp","2024-03-31 23:07 +0000","17.0","1.0","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1774571352269156363","https://twitter.com/UniSocialNet/status/1774571352269156363","#ImranKhan #PTIPeshawarRally #petrolprice #قیدی_نمبر_804_کی_رہائی https://t.co/Z1jWxRwSKS","2024-03-31 22:55 +0000","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1774571078636957831","https://twitter.com/UniSocialNet/status/1774571078636957831","@AdelleNaz https://t.co/WI8chnbHYu","2024-03-31 22:54 +0000","38.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1774554352989905263","https://twitter.com/UniSocialNet/status/1774554352989905263","@kaz427244_z *A Day... Lol, OMG.
speaking of, freudian slips, X/Twitter should totally have a ""Dating"" feature.
And profile Photo Galleries!","2024-03-31 21:48 +0000","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1774552774572642790","https://twitter.com/UniSocialNet/status/1774552774572642790","@kaz427244_z Love that you're in the East! 🇯🇵🌅🌞 I'm still a dating behind.😹 Cheers!","2024-03-31 21:42 +0000","8.0","5.0","0.625","0.0","1.0","1.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1774551095605371043","https://twitter.com/UniSocialNet/status/1774551095605371043","@kimberrosexx Both: https://t.co/i6RbMitEK1","2024-03-31 21:35 +0000","0.0","0.0","NaN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1774550715974713380","https://twitter.com/UniSocialNet/status/1774550715974713380","@kimberrosexx 🎵🏹#Masculine's experience: https://t.co/KKhFijkKW1","2024-03-31 21:33 +0000","7.0","4.0","0.5714285714285714","0.0","1.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1774544209539653794","https://twitter.com/UniSocialNet/status/1774544209539653794","@kzn4001 @__An6el__ @SalmanTorsum Leave Australia.. I'm serious.
There will be a time you can return. You're needed elsewhere.

""Do Not Fight Phantoms (Laws, Puppets), for they will Disappear and another will Take their place."" https://t.co/cRPO22Wjqu","2024-03-31 21:08 +0000","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","4","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1774543194899804160","https://twitter.com/UniSocialNet/status/1774543194899804160","@__An6el__ *or literally","2024-03-31 21:04 +0000","0.0","0.0","NaN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
